id,set,label
129809,test,7
129810,train,3
129811,train,2
129812,train,7
129813,train,6
129814,train,2
129815,train,4
129816,train,1
129817,train,2
129818,train,0
129819,train,10
129820,train,3
129821,test,1
129822,train,0
129823,train,2
129824,train,0
129825,train,9
129826,train,0
129827,train,0
129828,train,0
129829,train,4
129830,train,2
129831,train,3
129832,train,7
129833,train,1
129834,train,8
129835,train,1
129836,train,2
129837,train,1
129838,train,2
129839,train,2
129840,train,1
129841,test,1
129842,train,1
129843,train,0
129844,train,11
129845,train,3
129846,test,1
129847,train,7
129848,train,2
129849,test,6
129850,test,6
129851,train,0
129852,test,2
129853,train,5
129854,train,4
129855,test,2
129856,train,3
129857,train,6
129858,test,1
129859,train,4
129860,train,1
129861,train,3
129862,train,1
129863,train,3
129864,train,9
129865,test,0
129866,train,0
129867,test,3
129868,train,8
129869,train,13
129870,train,3
129871,train,1
129872,train,10
129873,train,2
129874,train,6
129875,test,1
129876,train,4
129877,train,4
129878,train,1
129879,train,7
129880,train,6
129881,train,5
129882,train,2
129883,train,1
129884,train,5
129885,train,1
129886,train,7
129887,train,0
129888,train,7
129889,test,2
129890,train,0
129891,train,2
129892,train,0
129893,train,8
129894,train,1
129895,train,7
129896,train,6
129897,train,8
129898,test,2
129899,train,5
129900,train,2
129901,train,3
129902,train,0
129903,test,9
129904,train,0
129905,test,2
129906,train,0
129907,test,3
129908,train,2
129909,test,1
129910,train,3
129911,test,6
129912,train,2
129913,train,1
129914,train,1
129915,train,0
129916,train,6
129917,train,10
129918,test,3
129919,test,4
129920,train,8
129921,train,2
129922,test,5
129923,train,13
129924,test,1
129925,test,4
129926,test,2
129927,train,2
129928,train,9
129929,train,1
129930,train,3
129931,train,4
129932,train,2
129933,test,5
129934,test,1
129935,test,0
129936,test,1
129937,train,0
129938,test,10
129939,train,0
129940,train,0
129941,train,0
129942,train,9
129943,train,2
129944,train,4
129945,test,8
129946,test,9
129947,train,0
129948,train,5
129949,train,2
129950,train,3
129951,train,2
129952,train,1
129953,test,7
129954,train,1
129955,test,2
129956,train,1
129957,train,3
129958,train,2
129959,train,0
129960,test,2
129961,train,1
129962,train,1
129963,train,7
129964,train,3
129965,train,0
129966,train,6
129967,train,2
129968,train,0
129969,train,4
129970,train,3
129971,train,0
129972,train,1
129973,train,0
129974,train,1
129975,train,2
129976,train,4
129977,test,5
129978,train,6
129979,train,1
129980,train,5
129981,train,0
129982,train,4
129983,train,1
129984,train,0
129985,train,0
129986,train,0
129987,train,0
129988,train,1
129989,train,1
129990,train,0
129991,train,1
129992,train,4
129993,test,2
129994,test,0
129995,train,1
129996,train,5
129997,train,8
129998,train,0
129999,train,4
130000,train,1
130001,train,6
130002,train,3
130003,train,0
130004,train,0
130005,train,7
130006,train,2
130007,train,1
130008,train,5
130009,test,11
130010,train,0
130011,train,6
130012,train,2
130013,test,0
130014,train,0
130015,test,4
130016,train,5
130017,test,2
130018,train,1
130019,train,0
130020,train,2
130021,train,6
130022,test,5
130023,train,2
130024,train,1
130025,train,0
130026,train,3
130027,train,4
130028,train,1
130029,train,2
130030,train,7
130031,test,2
130032,test,0
130033,test,0
130034,train,3
130035,train,1
130036,train,2
130037,train,2
130038,train,10
130039,test,0
130040,test,0
130041,train,0
130042,train,11
130043,test,10
130044,train,4
130045,train,5
130046,train,0
130047,train,10
130048,train,4
130049,train,0
130050,train,0
130051,train,0
130052,train,3
130053,train,4
130054,train,4
130055,train,1
130056,train,4
130057,test,7
130058,test,0
130059,test,1
130060,train,6
130061,train,2
130062,train,0
130063,train,2
130064,test,7
130065,train,0
130066,train,1
130067,train,1
130068,train,1
130069,train,1
130070,test,10
130071,test,4
130072,train,7
130073,train,1
130074,train,1
130075,train,0
130076,train,1
130077,train,4
130078,train,0
130079,test,1
130080,test,2
130081,train,1
130082,train,8
130083,train,3
130084,train,1
130085,train,1
130086,train,1
130087,train,0
130088,train,2
130089,test,1
130090,train,1
130091,train,0
130092,test,5
130093,train,4
130094,train,8
130095,test,6
130096,train,0
130097,train,6
130098,train,4
130099,train,2
130100,test,7
130101,test,1
130102,test,0
130103,train,0
130104,train,0
130105,train,1
130106,train,6
130107,train,0
130108,test,0
130109,test,0
130110,train,11
130111,train,9
130112,train,8
130113,test,6
130114,train,10
130115,train,1
130116,train,4
130117,train,3
130118,train,2
130119,train,3
130120,test,5
130121,train,0
130122,train,0
130123,train,7
130124,train,4
130125,test,7
130126,test,4
130127,train,6
130128,train,1
130129,train,9
130130,train,1
130131,test,4
130132,train,11
130133,train,0
130134,train,2
130135,train,0
130136,test,1
130137,test,3
130138,train,3
130139,train,0
130140,train,6
130141,train,6
130142,train,0
130143,train,3
130144,train,2
130145,train,2
130146,train,1
130147,test,1
130148,test,2
130149,train,1
130150,train,2
130151,train,3
130152,test,1
130153,train,1
130154,train,2
130155,train,1
130156,train,4
130157,test,9
130158,train,0
130159,train,8
130160,train,3
130161,test,0
130162,test,0
130163,train,0
130164,train,0
130165,train,0
130166,train,0
130167,train,0
130168,train,2
130169,train,4
130170,train,1
130171,train,3
130172,train,0
130173,test,0
130174,train,0
130175,train,5
130176,train,1
130177,train,0
130178,train,6
130179,train,8
130180,train,0
130181,train,6
130182,train,1
130183,train,6
130184,train,6
130185,train,2
130186,test,3
130187,train,12
130188,train,1
130189,train,0
130190,train,1
130191,train,1
130192,train,8
130193,train,5
130194,train,2
130195,train,1
130196,test,2
130197,test,6
130198,train,9
130199,train,0
130200,train,6
130201,train,0
130202,train,9
130203,test,2
130204,test,9
130205,train,2
130206,test,2
130207,test,2
130208,train,1
130209,test,4
130210,train,7
130211,train,3
130212,train,10
130213,train,8
130214,train,0
130215,train,0
130216,train,2
130217,train,1
130218,train,8
130219,test,4
130220,test,0
130221,train,0
130222,train,0
130223,train,0
130224,train,4
130225,train,6
130226,test,6
130227,train,10
130228,train,0
130229,train,4
130230,test,0
130231,train,3
130232,train,0
130233,train,2
130234,train,2
130235,train,6
130236,train,2
130237,train,9
130238,train,8
130239,train,7
130240,test,2
130241,train,4
130242,test,2
130243,train,5
130244,train,5
130245,train,1
130246,train,2
130247,test,0
130248,train,8
130249,train,0
130250,test,0
130251,train,1
130252,train,1
130253,train,0
130254,train,0
130255,test,4
130256,train,11
130257,train,7
130258,train,4
130259,train,10
130260,train,3
130261,test,4
130262,train,7
130263,test,0
130264,train,6
130265,train,7
130266,train,0
130267,train,3
130268,train,12
130269,train,6
130270,train,3
130271,train,0
130272,train,4
130273,train,8
130274,train,4
130275,train,4
130276,train,5
130277,train,0
130278,train,0
130279,train,7
130280,test,1
130281,train,9
130282,train,0
130283,train,10
130284,train,7
130285,train,11
130286,train,0
130287,train,2
130288,train,5
130289,train,2
130290,train,4
130291,train,0
130292,train,1
130293,train,1
130294,train,4
130295,train,3
130296,train,0
130297,train,2
130298,train,4
130299,test,5
130300,train,3
130301,train,4
130302,train,7
130303,test,5
130304,test,1
130305,train,1
130306,train,0
130307,train,1
130308,test,11
130309,train,1
130310,train,1
130311,train,1
130312,train,2
130313,train,4
130314,train,0
130315,train,2
130316,test,1
130317,train,1
130318,train,0
130319,train,2
130320,train,0
130321,train,6
130322,train,0
130323,train,0
130324,train,1
130325,train,4
130326,test,0
130327,test,1
130328,train,4
130329,train,6
130330,test,0
130331,train,6
130332,train,0
130333,train,1
130334,train,6
130335,train,8
130336,train,8
130337,train,3
130338,train,1
130339,train,7
130340,train,1
130341,train,1
130342,train,0
130343,test,3
130344,train,3
130345,train,2
130346,train,0
130347,test,0
130348,train,1
130349,train,4
130350,test,2
130351,train,4
130352,train,3
130353,train,9
130354,train,1
130355,train,13
130356,train,9
130357,train,2
130358,train,1
130359,train,0
130360,train,2
130361,train,4
130362,train,6
130363,train,0
130364,train,1
130365,test,5
130366,test,2
130367,train,10
130368,train,1
130369,train,0
130370,train,7
130371,test,0
130372,train,7
130373,train,1
130374,train,4
130375,train,2
130376,train,2
130377,test,0
130378,train,1
130379,train,1
130380,test,3
130381,train,2
130382,train,3
130383,train,9
130384,train,7
130385,train,3
130386,train,6
130387,train,0
130388,train,4
130389,train,0
130390,train,4
130391,train,3
130392,train,2
130393,train,0
130394,train,2
130395,train,9
130396,train,1
130397,train,4
130398,test,3
130399,train,1
130400,train,6
130401,train,2
130402,test,2
130403,train,2
130404,train,5
130405,train,7
130406,train,0
130407,test,0
130408,train,0
130409,train,5
130410,train,3
130411,train,3
130412,train,1
130413,train,2
130414,train,9
130415,train,1
130416,test,4
130417,test,4
130418,train,3
130419,train,6
130420,train,1
130421,test,4
130422,test,10
130423,train,1
130424,train,2
130425,test,3
130426,train,1
130427,train,0
130428,train,3
130429,train,0
130430,train,2
130431,train,0
130432,train,2
130433,train,3
130434,train,7
130435,train,4
130436,train,1
130437,train,7
130438,train,0
130439,train,6
130440,train,2
130441,train,0
130442,train,10
130443,train,5
130444,train,5
130445,train,3
130446,train,2
130447,train,7
130448,train,0
130449,test,3
130450,train,2
130451,train,5
130452,train,2
130453,test,5
130454,train,7
130455,train,1
130456,train,1
130457,train,0
130458,train,2
130459,train,0
130460,train,2
130461,train,3
130462,train,0
130463,train,0
130464,train,2
130465,train,7
130466,test,2
130467,test,1
130468,train,1
130469,test,9
130470,train,7
130471,train,4
130472,test,11
130473,train,10
130474,train,10
130475,train,4
130476,train,6
130477,train,0
130478,train,6
130479,train,9
130480,train,11
130481,train,3
130482,train,2
130483,train,0
130484,test,3
130485,train,6
130486,train,1
130487,train,0
130488,test,5
130489,train,2
130490,test,10
130491,test,0
130492,test,3
130493,train,1
130494,test,3
130495,train,0
130496,train,6
130497,train,0
130498,train,3
130499,train,4
130500,train,11
130501,test,7
130502,train,2
130503,train,1
130504,train,2
130505,train,2
130506,train,0
130507,train,1
130508,train,0
130509,test,4
130510,train,1
130511,train,0
130512,train,5
130513,train,8
130514,train,1
130515,test,5
130516,test,1
130517,train,5
130518,train,12
130519,test,1
130520,test,5
130521,train,3
130522,test,3
130523,train,9
130524,train,1
130525,train,5
130526,train,7
130527,train,2
130528,train,7
130529,train,3
130530,train,2
130531,train,2
130532,train,2
130533,train,4
130534,train,3
130535,train,2
130536,train,0
130537,train,7
130538,train,0
130539,train,6
130540,train,0
130541,train,4
130542,test,1
130543,test,8
130544,test,3
130545,train,7
130546,train,2
130547,train,0
130548,train,6
130549,train,0
130550,train,3
130551,test,2
130552,train,4
130553,train,6
130554,train,0
130555,test,2
130556,train,2
130557,train,9
130558,test,2
130559,train,12
130560,train,7
130561,train,11
130562,test,3
130563,test,5
130564,test,2
130565,train,9
130566,train,2
130567,train,2
130568,train,2
130569,train,1
130570,test,2
130571,train,3
130572,train,0
130573,train,2
130574,train,0
130575,train,4
130576,train,2
130577,train,2
130578,train,1
130579,train,5
130580,train,8
130581,test,10
130582,test,1
130583,train,4
130584,train,1
130585,train,2
130586,train,4
130587,train,6
130588,test,2
130589,train,0
130590,test,12
130591,train,2
130592,test,7
130593,train,2
130594,test,7
130595,train,2
130596,train,1
130597,train,1
130598,test,2
130599,test,1
130600,train,0
130601,test,6
130602,test,7
130603,train,3
130604,train,3
130605,train,0
130606,train,3
130607,train,7
130608,test,5
130609,train,8
130610,train,4
130611,train,9
130612,train,1
130613,train,5
130614,train,2
130615,train,1
130616,test,1
130617,train,1
130618,train,3
130619,train,7
130620,train,7
130621,train,0
130622,test,0
130623,train,3
130624,train,8
130625,train,0
130626,test,9
130627,test,3
130628,test,3
130629,train,1
130630,train,6
130631,train,3
130632,train,1
130633,train,3
130634,train,3
130635,train,6
130636,train,8
130637,train,3
130638,train,1
130639,train,2
130640,train,3
130641,train,5
130642,test,8
130643,test,2
130644,train,0
130645,test,3
130646,test,6
130647,test,2
130648,train,6
130649,test,6
130650,train,4
130651,train,2
130652,train,1
130653,train,1
130654,train,1
130655,train,0
130656,train,6
130657,train,1
130658,train,2
130659,train,10
130660,test,2
130661,train,5
130662,train,0
130663,train,0
130664,train,1
130665,train,1
130666,train,6
130667,test,4
130668,train,5
130669,train,3
130670,train,1
130671,test,0
130672,test,2
130673,test,0
130674,train,1
130675,train,3
130676,test,2
130677,train,0
130678,train,1
130679,train,4
130680,train,2
130681,train,2
130682,test,11
130683,train,2
130684,test,6
130685,train,11
130686,train,1
130687,train,3
130688,test,0
130689,train,6
130690,train,11
130691,train,6
130692,train,9
130693,train,7
130694,test,7
130695,train,2
130696,train,3
130697,train,8
130698,train,2
130699,train,1
130700,train,6
130701,train,0
130702,train,3
130703,test,1
130704,train,1
130705,train,0
130706,train,1
130707,test,12
130708,train,1
130709,test,0
130710,train,1
130711,test,2
130712,train,5
130713,test,1
130714,train,4
130715,test,1
130716,train,0
130717,train,6
130718,train,1
130719,train,1
130720,train,8
130721,test,3
130722,train,8
130723,train,2
130724,train,9
130725,train,0
130726,test,0
130727,train,8
130728,train,0
130729,train,12
130730,test,1
130731,train,0
130732,train,3
130733,train,1
130734,train,10
130735,train,2
130736,train,1
130737,test,11
130738,train,2
130739,test,3
130740,train,1
130741,train,1
130742,train,6
130743,train,0
130744,train,7
130745,train,0
130746,train,2
130747,train,8
130748,train,11
130749,train,2
130750,train,3
130751,train,0
130752,train,4
130753,train,1
130754,train,3
130755,train,0
130756,train,0
130757,train,8
130758,train,6
130759,train,6
130760,test,8
130761,train,2
130762,train,0
130763,train,3
130764,train,1
130765,train,2
130766,train,6
130767,train,2
130768,test,0
130769,train,0
130770,train,4
130771,train,11
130772,test,7
130773,train,0
130774,train,10
130775,train,1
130776,train,3
130777,test,1
130778,train,4
130779,train,7
130780,test,0
130781,test,6
130782,train,5
130783,train,6
130784,train,2
130785,train,8
130786,train,2
130787,train,11
130788,test,4
130789,train,2
130790,train,10
130791,test,5
130792,train,0
130793,train,0
130794,train,1
130795,train,4
130796,train,2
130797,train,8
130798,test,0
130799,test,2
130800,train,0
130801,test,2
130802,test,0
130803,train,2
130804,train,3
130805,train,8
130806,train,9
130807,train,0
130808,train,6
130809,test,0
130810,test,2
130811,test,6
130812,train,2
130813,train,2
130814,train,1
130815,train,1
130816,test,5
130817,train,5
130818,train,2
130819,train,9
130820,train,0
130821,train,1
130822,train,1
130823,test,1
130824,test,0
130825,train,7
130826,train,1
130827,test,2
130828,train,3
130829,train,1
130830,test,1
130831,train,2
130832,train,10
130833,train,2
130834,train,1
130835,train,5
130836,train,4
130837,test,4
130838,train,7
130839,test,2
130840,train,0
130841,train,1
130842,train,4
130843,test,0
130844,train,0
130845,train,0
130846,train,3
130847,test,2
130848,train,4
130849,train,3
130850,train,2
130851,test,3
130852,train,1
130853,train,5
130854,train,9
130855,train,1
130856,train,8
130857,train,0
130858,test,12
130859,train,12
130860,test,5
130861,train,1
130862,train,0
130863,train,10
130864,train,3
130865,train,0
130866,train,2
130867,test,5
130868,train,0
130869,train,2
130870,train,9
130871,train,1
130872,train,2
130873,train,8
130874,train,11
130875,train,2
130876,test,2
130877,train,1
130878,test,6
130879,train,5
130880,train,2
130881,train,1
130882,train,11
130883,train,1
130884,train,0
130885,test,0
130886,train,3
130887,train,2
130888,train,5
130889,train,4
130890,train,0
130891,train,7
130892,train,0
130893,train,3
130894,train,0
130895,test,5
130896,test,1
130897,train,0
130898,train,2
130899,train,1
130900,test,0
130901,train,4
130902,train,9
130903,test,5
130904,train,3
130905,train,1
130906,train,2
130907,train,2
130908,train,1
130909,train,0
130910,test,0
130911,test,2
130912,train,1
130913,train,3
130914,train,1
130915,train,10
130916,test,1
130917,test,3
130918,train,2
130919,train,1
130920,test,0
130921,train,4
130922,train,4
130923,train,1
130924,train,1
130925,test,6
130926,train,2
130927,test,0
130928,train,1
130929,test,0
130930,train,1
130931,test,0
130932,train,3
130933,train,5
130934,test,1
130935,train,6
130936,train,7
130937,train,5
130938,train,6
130939,test,0
130940,train,5
130941,train,10
130942,train,6
130943,test,0
130944,train,1
130945,test,2
130946,test,6
130947,train,3
130948,test,8
130949,train,7
130950,test,5
130951,test,3
130952,test,8
130953,test,3
130954,train,2
130955,train,0
130956,test,0
130957,train,10
130958,train,4
130959,train,2
130960,train,1
130961,test,3
130962,test,8
130963,train,0
130964,test,1
130965,train,2
130966,train,3
130967,test,4
130968,test,4
130969,test,2
130970,train,10
130971,test,3
130972,train,0
130973,train,1
130974,test,4
130975,train,5
130976,train,0
130977,test,8
130978,train,0
130979,train,1
130980,train,1
130981,train,5
130982,test,2
130983,train,1
130984,test,0
130985,train,1
130986,train,2
130987,test,2
130988,train,2
130989,test,1
130990,train,6
130991,train,4
130992,train,8
130993,train,7
130994,train,9
130995,test,6
130996,train,3
130997,train,2
130998,train,7
130999,train,0
131000,train,2
131001,train,0
131002,train,1
131003,train,1
131004,test,1
131005,train,2
131006,train,3
131007,train,1
131008,test,2
131009,train,10
131010,train,6
131011,train,9
131012,train,0
131013,train,0
131014,train,10
131015,train,8
131016,train,0
131017,train,3
131018,train,0
131019,train,5
131020,test,3
131021,test,0
131022,train,1
131023,train,3
131024,train,8
131025,train,2
131026,train,6
131027,train,5
131028,train,1
131029,test,3
131030,train,1
131031,test,0
131032,train,0
131033,train,2
131034,train,0
131035,train,7
131036,test,5
131037,train,4
131038,train,8
131039,train,4
131040,train,10
131041,train,1
131042,train,4
131043,train,2
131044,test,6
131045,test,9
131046,train,11
131047,train,1
131048,train,0
131049,test,1
131050,train,11
131051,train,3
131052,train,3
131053,train,11
131054,train,1
131055,train,0
131056,train,5
131057,train,6
131058,test,10
131059,train,2
131060,train,0
131061,train,1
131062,train,3
131063,train,5
131064,train,0
131065,train,1
131066,train,6
131067,train,12
131068,train,2
131069,test,2
131070,train,1
131071,test,9
131072,train,0
131073,train,1
131074,train,0
131075,train,6
131076,test,5
131077,train,3
131078,test,0
131079,train,3
131080,train,0
131081,train,4
131082,test,3
131083,train,2
131084,train,4
131085,train,7
131086,test,3
131087,train,0
131088,train,5
131089,train,8
131090,test,2
131091,train,0
131092,train,1
131093,train,2
131094,train,7
131095,train,0
131096,train,2
131097,train,2
131098,train,1
131099,test,0
131100,train,6
131101,train,2
131102,train,3
131103,test,1
131104,train,1
131105,test,7
131106,train,6
131107,train,1
131108,train,1
131109,train,7
131110,test,5
131111,test,0
131112,train,4
131113,train,2
131114,test,2
131115,train,1
131116,train,1
131117,train,0
131118,train,2
131119,train,0
131120,test,0
131121,train,1
131122,train,5
131123,train,0
131124,train,2
131125,train,0
131126,test,0
131127,train,0
131128,train,2
131129,train,1
131130,train,2
131131,train,3
131132,test,1
131133,train,1
131134,train,5
131135,test,2
131136,train,1
131137,train,0
131138,train,5
131139,train,1
131140,train,1
131141,test,5
131142,train,13
131143,train,1
131144,train,0
131145,train,2
131146,test,0
131147,train,0
131148,train,3
131149,train,3
131150,train,3
131151,test,3
131152,test,2
131153,train,0
131154,train,3
131155,train,2
131156,train,3
131157,train,11
131158,test,0
131159,train,3
131160,test,1
131161,train,5
131162,train,1
131163,train,5
131164,train,0
131165,train,0
131166,train,1
131167,train,2
131168,train,0
131169,test,2
131170,train,2
131171,train,1
131172,train,0
131173,test,11
131174,test,13
131175,train,13
131176,train,3
131177,train,0
131178,train,11
131179,test,1
131180,test,1
131181,test,3
131182,train,2
131183,train,0
131184,train,10
131185,test,10
131186,train,0
131187,test,2
131188,test,4
131189,train,0
131190,train,1
131191,train,5
131192,train,2
131193,test,1
131194,test,8
131195,train,3
131196,train,2
131197,train,5
131198,train,1
131199,train,0
131200,train,1
131201,train,2
131202,train,1
131203,test,1
131204,train,0
131205,train,0
131206,test,3
131207,test,1
131208,train,9
131209,train,1
131210,train,0
131211,train,4
131212,train,2
131213,train,0
131214,train,4
131215,test,2
131216,train,3
131217,train,7
131218,test,4
131219,test,6
131220,train,2
131221,train,1
131222,train,1
131223,test,2
131224,test,5
131225,train,0
131226,test,0
131227,train,8
131228,test,0
131229,test,2
131230,train,1
131231,train,5
131232,train,1
131233,train,13
131234,train,0
131235,train,0
131236,train,4
131237,train,1
131238,train,12
131239,train,0
131240,train,0
131241,train,0
131242,train,8
131243,train,0
131244,train,0
131245,train,6
131246,test,3
131247,train,1
131248,train,5
131249,test,2
131250,train,3
131251,train,2
131252,train,2
131253,train,0
131254,train,0
131255,train,6
131256,train,3
131257,train,2
131258,test,1
131259,test,9
131260,test,0
131261,train,10
131262,train,3
131263,train,3
131264,train,0
131265,train,1
131266,test,3
131267,train,3
131268,train,0
131269,test,3
131270,train,6
131271,train,1
131272,train,1
131273,train,0
131274,train,2
131275,train,2
131276,train,4
131277,train,8
131278,train,1
131279,train,0
131280,test,3
131281,train,2
131282,train,1
131283,train,3
131284,train,3
131285,train,4
131286,train,9
131287,train,2
131288,train,1
131289,test,12
131290,train,10
131291,train,5
131292,train,0
131293,train,1
131294,test,3
131295,train,4
131296,train,2
131297,train,3
131298,train,8
131299,test,3
131300,train,1
131301,train,9
131302,train,3
131303,train,5
131304,train,4
131305,train,1
131306,train,3
131307,train,2
131308,train,1
131309,train,2
131310,train,1
131311,train,0
131312,test,0
131313,train,2
131314,train,0
131315,train,1
131316,test,0
131317,train,3
131318,train,5
131319,train,4
131320,train,1
131321,test,2
131322,train,4
131323,train,0
131324,train,3
131325,train,1
131326,train,6
131327,train,0
131328,train,10
131329,train,2
131330,train,1
131331,train,9
131332,train,7
131333,train,4
131334,train,8
131335,train,0
131336,test,7
131337,train,0
131338,train,0
131339,train,4
131340,train,1
131341,train,2
131342,train,3
131343,train,8
131344,train,2
131345,train,2
131346,train,9
131347,train,0
131348,train,1
131349,train,6
131350,train,2
131351,train,2
131352,test,6
131353,train,1
131354,train,1
131355,train,3
131356,test,4
131357,train,0
131358,train,7
131359,train,0
131360,train,0
131361,train,2
131362,train,3
131363,test,0
131364,test,2
131365,train,0
131366,train,10
131367,train,1
131368,train,4
131369,train,9
131370,test,2
131371,train,1
131372,train,1
131373,test,9
131374,train,5
131375,test,0
131376,train,1
131377,test,0
131378,train,0
131379,train,7
131380,train,7
131381,train,4
131382,train,3
131383,test,7
131384,test,5
131385,test,5
131386,test,0
131387,train,4
131388,train,0
131389,train,1
131390,train,3
131391,train,6
131392,test,5
131393,test,1
131394,train,2
131395,train,0
131396,train,1
131397,train,3
131398,train,11
131399,train,7
131400,train,1
131401,train,1
131402,train,1
131403,train,5
131404,test,4
131405,train,7
131406,test,0
131407,train,5
131408,train,1
131409,train,2
131410,test,2
131411,train,6
131412,train,0
131413,train,5
131414,train,2
131415,train,8
131416,train,5
131417,train,1
131418,train,1
131419,train,3
131420,train,0
131421,test,3
131422,train,11
131423,train,11
131424,train,13
131425,train,1
131426,test,8
131427,train,2
131428,train,0
131429,train,5
131430,train,4
131431,train,0
131432,train,6
131433,train,5
131434,train,0
131435,train,5
131436,train,1
131437,train,5
131438,test,0
131439,train,0
131440,train,0
131441,test,0
131442,test,2
131443,train,0
131444,train,4
131445,train,1
131446,train,0
131447,train,1
131448,train,5
131449,train,3
131450,train,5
131451,train,2
131452,train,0
131453,train,8
131454,test,1
131455,train,4
131456,train,0
131457,train,0
131458,test,2
131459,test,0
131460,train,4
131461,train,0
131462,train,6
131463,train,9
131464,train,3
131465,train,4
131466,train,2
131467,train,2
131468,train,1
131469,train,2
131470,train,0
131471,train,5
131472,train,1
131473,train,0
131474,train,0
131475,train,5
131476,test,2
131477,train,1
131478,test,1
131479,train,0
131480,train,1
131481,test,3
131482,train,11
131483,train,10
131484,train,4
131485,train,3
131486,test,4
131487,train,3
131488,test,5
131489,train,5
131490,test,0
131491,train,3
131492,train,2
131493,train,2
131494,train,3
131495,test,3
131496,train,1
131497,train,2
131498,train,2
131499,train,6
131500,train,7
131501,train,2
131502,train,0
131503,train,1
131504,train,1
131505,train,1
131506,train,0
131507,test,5
131508,train,6
131509,train,10
131510,train,6
131511,train,2
131512,test,3
131513,test,3
131514,train,3
131515,train,3
131516,test,0
131517,train,1
131518,train,3
131519,train,5
131520,train,1
131521,train,2
131522,train,5
131523,test,2
131524,train,0
131525,train,0
131526,train,5
131527,train,1
131528,train,0
131529,train,1
131530,train,10
131531,train,2
131532,train,2
131533,train,5
131534,test,3
131535,train,0
131536,train,1
131537,train,3
131538,train,0
131539,test,5
131540,test,1
131541,train,1
131542,train,1
131543,train,11
131544,train,8
131545,train,0
131546,train,7
131547,train,3
131548,train,3
131549,train,10
131550,train,7
131551,train,5
131552,train,3
131553,test,0
131554,train,0
131555,train,2
131556,test,4
131557,train,7
131558,train,1
131559,train,9
131560,train,5
131561,train,2
131562,train,3
131563,train,2
131564,train,3
131565,train,2
131566,train,0
131567,train,8
131568,train,1
131569,train,3
131570,train,0
131571,train,2
131572,test,3
131573,train,0
131574,test,8
131575,train,7
131576,train,3
131577,test,7
131578,train,3
131579,train,2
131580,train,0
131581,train,1
131582,train,6
131583,test,1
131584,train,0
131585,train,5
131586,train,11
131587,train,6
131588,train,0
131589,train,9
131590,train,4
131591,test,0
131592,train,5
131593,train,10
131594,test,1
131595,train,0
131596,train,3
131597,train,7
131598,train,0
131599,train,0
131600,train,1
131601,test,0
131602,test,8
131603,train,0
131604,train,3
131605,train,6
131606,test,12
131607,train,0
131608,train,0
131609,train,0
131610,train,0
131611,train,1
131612,test,0
131613,train,3
131614,train,2
131615,train,1
131616,train,2
131617,train,1
131618,train,3
131619,train,5
131620,train,0
131621,train,4
131622,train,3
131623,test,4
131624,train,0
131625,train,3
131626,train,4
131627,train,4
131628,train,6
131629,train,2
131630,test,1
131631,test,1
131632,test,3
131633,test,3
131634,train,3
131635,train,3
131636,train,5
131637,train,0
131638,train,7
131639,train,0
131640,train,0
131641,test,5
131642,train,9
131643,train,2
131644,train,8
131645,train,1
131646,test,2
131647,train,1
131648,train,2
131649,train,3
131650,train,1
131651,train,7
131652,train,1
131653,train,5
131654,train,3
131655,test,9
131656,train,2
131657,train,3
131658,test,7
131659,train,0
131660,train,3
131661,train,2
131662,train,2
131663,train,7
131664,test,0
131665,train,9
131666,train,5
131667,test,1
131668,test,2
131669,train,10
131670,train,12
131671,train,1
131672,train,1
131673,test,3
131674,train,3
131675,train,0
131676,train,4
131677,train,4
131678,train,1
131679,train,13
131680,test,7
131681,train,1
131682,test,2
131683,train,12
131684,train,0
131685,train,4
131686,test,1
131687,train,2
131688,test,1
131689,test,4
131690,train,1
131691,train,1
131692,train,0
131693,train,1
131694,train,1
131695,train,3
131696,test,2
131697,train,2
131698,train,0
131699,test,1
131700,train,4
131701,train,3
131702,train,8
131703,test,3
131704,train,0
131705,train,5
131706,train,0
131707,train,2
131708,test,0
131709,train,4
131710,test,2
131711,test,0
131712,train,1
131713,train,3
131714,train,9
131715,train,1
131716,train,1
131717,train,0
131718,train,1
131719,test,3
131720,train,3
131721,train,0
131722,train,3
131723,test,1
131724,train,4
131725,train,3
131726,train,4
131727,train,0
131728,train,1
131729,train,0
131730,train,0
131731,train,4
131732,train,3
131733,train,1
131734,train,2
131735,test,1
131736,test,1
131737,test,6
131738,train,0
131739,train,2
131740,train,1
131741,train,1
131742,train,2
131743,train,1
131744,train,6
131745,train,9
131746,train,3
131747,train,2
131748,test,1
131749,train,6
131750,train,1
131751,train,7
131752,train,1
131753,test,2
131754,train,1
131755,train,3
131756,test,7
131757,train,0
131758,train,7
131759,train,3
131760,train,11
131761,train,2
131762,train,1
131763,train,4
131764,train,2
131765,test,5
131766,train,5
131767,train,0
131768,train,4
131769,train,1
131770,train,1
131771,test,0
131772,train,5
131773,train,1
131774,test,4
131775,train,8
131776,train,3
131777,test,1
131778,train,8
131779,train,9
131780,train,12
131781,test,0
131782,test,4
131783,train,5
131784,train,8
131785,test,7
131786,train,3
131787,train,0
131788,test,3
131789,test,2
131790,train,6
131791,train,3
131792,train,7
131793,test,8
131794,train,6
131795,test,2
131796,test,2
131797,train,1
131798,test,5
131799,train,0
131800,test,6
131801,train,0
131802,train,0
131803,train,6
131804,test,0
131805,train,8
131806,test,3
131807,train,4
